review_id,reviews.title,reviews.text,reviews.rating,sentiment_rating,human_sentiment,human_category,annotator,notes
R00463,"Good as a first Paperwhite, not worthy of an upgrade 12,","This review is for the second generation Kindle Paperwhite. Like all kindle e-readers before it, this is a great product. However, I am a bit disappointed as there is not a huge improvement over last year's model. For this review, I focused on features and enhancements exclusive to the new Paperwhite and tried to make comparisons to last year's model. Also, I found somethings misrepresented or confusing in the advertising, so I will try to clear them up.HARDWAREDesign - The Kindle white has a nice look and shape. It fits well and is easy to hold in one hand. It's fairly light, so it doesn't tire the hands too much. I can grip it for long periods before having to switching hands. Its design is very similar to the previous Paperwhite - almost identical. The height and width are the same, the buttons are in the same location, and although this version is slightly lighter, it is not noticeable.Display - Although not a huge improvement from last year's model, the display is one of the best features of the Paperwhite. Like most e-readers, the Paperwhite uses digital ink technology. This model employs a more advanced version. In addition, the lighting has been upgraded, so among other things, it is more evenly lit. Together, they make for incredible viewing. In my opinion, it's one of the best digital ink e-reader display on the market. I really enjoy reading on it, text look very sharp and crisp, with little to no eye strain.Processor - The Paperwhite has an upgraded processor, which means smoother page turns and navigation. I am able to open books, flip pages, and navigate menus fairly quickly. There is barely any lag as I flip through many pages at a time. Also, the flashing effect when turning pages shows up less if at all.Read more",3,Neutral,Neutral,Product quality issue,,
R00877,Its ok for the price,I prefer spending the extra $70 or $80 to get the echo,4,Positive,Neutral,Product quality issue,,
R00651,Good sound but you have to tap it,I would go for the Echo because you can talk to it. The tap you have to touch it before you can talk to it. The speaker is good though for it's size.,4,Positive,Neutral,Feature request,,
R00132,Great look for Dot.,A great looking cover for the Echo Dot. It gives the Dot a softer and more elegant look. I feel that it is a little pricy for what you get but I do not regret my decision to buy this case.,5,Positive,Positive,Other,,
R01139,Awesome Headphones! Longevity An Issue 775 people found this helpful. Was this review helpful to you Yes No,"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,Neutral,Positive,Other,,
R00179,"I sent this one back / And if you eat- or couch-read / The Voyage works best 2,","I am a fairly voracious reader - 120+ books/year, almost all on Kindle. I have purchased every Kindle edition as soon as it was announced. The price doesn't bother me too much, as I figure with as much as I read, I make the money back by buying Kindle vs. hardcover books (since I mostly read new releases). This is the first Kindle that I sent back though.It's not that the Oasis isn't great - it is. The display is slightly crisper than previous Kindles. It's not that it isn't set up well - the buttons are placed well and easy to use, and the touch screen works fine. It's really just a matter of personal preference. I love to read while I have coffee in the morning and while I'm eating lunch at work, and because of that I love the origami case that the Voyage has. It's hard to read the Oasis hands-free, especially if you are used to the Voyage. Also, when reading while laying down, I switch hands unconsciously a couple of times a minute. I didn't realize this until I used the Oasis, because with the Oasis you have to flip the Kindle over, which may not seem like a big deal, but it definitely does not create a seamless reading experience.So if you like to read while eating or laying down then you are probably better off using the Voyage. If you want the best looking read, then the Oasis is great. And regardless, you are better off reading any Kindle than you are watching the garbage on TV!",3,Neutral,Negative,Product quality issue,,
R00298,Pricey One person found this helpful. Was this review helpful to you Yes No,"The case does what it is supposed to do. I think because I bought the tablet, Amazon should have reduced the price of case. Too pricey but I wanted a perfectly fitted case and not something that would or would not be compatible.",3,Neutral,Negative,Price complaint,,
R00236,amazon billing deceptive practices,"Amazon billed my credit card prematurely on payment date for monthly installment andhave no way to contact amazon to request due date on account, not happy at all amazondeducted my payment earlier than agreed terms.",4,Positive,Negative,Customer service issue,,
R00264,Doesn't hold up to description price too high for what it is,"The case is cute and a nice color, fabric is nice, seems it will hold up. Problem is it doesn't stand up as described, mine doesn't stand up at all. Priced is too high for what it is in my opinion. I wouldn't buy this case again",3,Neutral,Negative,Price complaint,,
R00721,Great speaker and portable,"Works great if you plan to have it in arms reach. You have to physically tap it to ask Alexa. Store rep knew what we wanted it for and never told us you had to tap, not voice activate. Returned to wait for indefinite out-of-stock Echo to get in eventually.",5,Positive,Positive,Other,,
R00542,"Full Size, yet portable","I read reviews for all the Amazon echo products, and decided the portability and the full size of the Tap made it the right product for me. It lives up to my expectations. It does last all day, playing music, answering questions, (although my accent must give it some problems as I get a few ""I didn't understand that"" comments from Alexa), and setting timers/alarms and lists. I picked the Tap because it has the ability to be moved room to room or even to the patio, and can be recharged overnight.",5,Positive,Positive,Other,,
R00980,Amazing Speaker,So i was looking for a bluetooth speaker for my part time job. A guy i work with at bestbuy showed me his amazon tap speaker and it was awesome! I loved u can hook it up via wifi and stream music and such. Its portable its got clean and crisp sound. It also can leave the phone i had my phone placed upstairs and i was in the basement with the speaker and it was still connected. Its very easy to use i have no complants about this speaker at all,5,Positive,Positive,Other,,
R00014,great kindle,Received my new kindle in perfect condition and I am very happy it is faster and a clearer it has a. bigger had drive at a good price and a fast delivery that you can count on you can not go wrongThank you,5,Positive,Positive,Other,,
R00507,It meets my needs,"The more I use this, the more reasons I enjoy it. The staff were great and helped me set it up.",4,Positive,Positive,Other,,
R01108,Awesome Headphones! Longevity An Issue 803 people found this helpful. Was this review helpful to you Yes No,"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,Neutral,Positive,Other,,
R00520,Great product but requires Amazon membership...,If you want to listen to music you will have to sign for Amazon unlimited or Prime which is very expensive. Pandora does not work too well with this device as it does with Google Home.,4,Positive,Positive,Other,,
R00429,"More evolutionary than revolutionary, but worth the upgrade 11,","This is the fifth e-ink Kindle reader that I've bought. My wife and I were early adopters of Kindle, and when we buy a new Kindle, the old one goes to the next niece or nephew in line. I loved the original Paperwhite, with its small size, touch screen, front-lighting, and virtual keyboard. The all-new Paperwhite is a definite step up, and for me, it was worth the move, but others will have to decide for themselves. If you read a lot, and you don't already have one of the newer e-ink Kindles, it's definitely worth upgrading to the Paperwhite. If you have the original Paperwhite, the upgrade is well worth considering. Although I've only had the new Paperwhite a few hours, I'm already glad I upgraded. Here's a summary of my initial impressions of the new Paperwhite.SIZE: It's the same size as the original Paperwhite - 6.7x4.6x0.36. The weight has been reduced slightly from 7.8 ounces to 7.3 ounces. The Paperwhite is very comfortable to hold in one hand, which is how I usually read. The really good news is that if you have a case for the original Paperwhite, it will also fit the new one (thank you, Amazon). If you buy a case, I highly recommend that the case include the magnetic AutoWake function. It's much easier to turn the Kindle on and off without fumbling for the small power switch.LIGHTING: The front-lighting is noticeably improved over the original Paperwhite, which had slightly visible shadows coming from the bottom edge where the LED lights were located. (It didn't bother me, but some readers were annoyed by that.) I couldn't see any shadows in the new Paperwhite, where the lighting appears brighter and more uniform. With the Paperwhite's front lighting, you'll never need a clip-on light, even in total darkness.Read more",5,Positive,Positive,Other,,
R00473,"Excellent 3rd-generation tablet that compares favorably to the competition 6,424 people found this helpful. Was this review helpful to you Yes No","This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish glow around the edges of the screen for the HDX. If you search on YouTube for HDX Blue Haze, you can find a video showing the issue. Amazon has updated their Learn More link with the following info:To achieve the perfect color accuracy on Kindle Fire HDX 7 at the lowest possible battery consumption and device weight, we used blue, not white, LEDs. Blue LEDs allow for a much more accurate and rich representation of color and result in an up to 20 improvement in power efficiency.As a result of using these blue LEDs, you may notice a very narrow, faint blue tint around the edge of the device when looking at items with a white background, such as books or web pages. All displays have some level of light emission around the edges, and the light on the Kindle Fire HDX 7 is blue due to the technology used to render perfect color accuracy.If this is something that you think would bother you, I'd recommend taking a look at the YouTube video or taking a look at the HDX at a local Best Buy or office superstore. I've also uploaded a user image here of my HDX with a book loaded so that you can see the blue glow (http://www.amazon.com/gp/customer-media/product-gallery/B00DOPNO4M/).Read more",5,Positive,Positive,Other,,
R00305,An excellent choice for a good looking and durable case to protect Amazon's new Fire HD 8 tablet,"Over the years, I've tried a variety of cases for the various models of Kindle and Fire tablet that I've purchased from Amazon. While I've found a few third party covers that have been durable and attractive, I found myself coming back to Amazon's own product when I purchased one of their new 8 Fire HD tablets, and I'm pleased with it.This is a very good quality cover, it fits well, and it provides support to the tablet both in landscape and portrait orientation. It's made of fabric on the outside, with a microfiber inner lining to protect the screen of the tablet when the cover is closed. It matches the color of the Fire tablet perfectly.My only hesitation in purchasing it was the price - the case all by itself is nearly half the price of the Fire tablet! But I suppose that says more about how cheap the tablet is, than how expensive the case is (kind of).Still, I decided to spend the money for this case. The tablet needs the protection and I know from experience that Amazon's cases are durable and will last for a long time (I've used my original Kindle Paperwhite - first generation model - with the Amazon leather case since it was first purchased).I'll post some photos of the cover to show how it is packaged and how it looks on the tablet. I'm very satisfied with it. Notice how the speakers are visible at the top of the tablet when it is propped up in landscape mode.",5,Positive,Positive,Price complaint,,
R00287,"Do you just want to read a book Than this is the kindle for you! 4,","I have owned a Kindle for several years now. I have had the 2nd generation Kindle and I have had the Kindle Keyboard. When my mom expressed interest in getting a Kindle I decided to give her my Kindle Keyboard because she doesnt have Wifi in her house and my older Kindle Keyboard had 3G, which is what she needed. And I decided to buy the Basic Kindle for myself because (1) I didnt want to wait for the Paperwhite to come out and (2) I just needed Wifi and (3)and most importantly I JUST WANT TO READ A BOOK, not listen to text-to-speach, or go shopping on Amazon, or listen to music, etc. All I want to do is read a book...thats it! This Kindle is perfect for that. Its smaller and lighter, the pages turn faster than the Keyboard version, it basically has everything I need to download a book and read a book with a much better price than the Paperwhite or Keyboard. Yes, you have to navigate through the keyboard on this kindle with a 5-way controller, but I rarely use the keyboard anyway. To download a book, I just search and buy books on my computer and send them to my Kindle...which is much quicker no matter what version of Kindle you have. So if you dont need, want, or use all the extras then I would definitely recommend the Basic Kindle for 69 with special offers, because who really pays attention to the screen savers anyway.",5,Positive,Positive,Other,,
R00127,Great case with minor design flaws,"I love everything about this case except for how it fits on the Echo Dot. I was expecting a snug fit however, it is very lose and so you have to make sure that if you pick it up to move it (and the power cable is disconnected), the dot will fall out of the case.",4,Positive,Positive,Feature request,,
R00151,Slowest Fire Sold,I've owned several different tablets. This one is by far the slowest. And I don't mean it's a little slower. I mean you have to wait up to 2 minutes sometimes for the apps to load onto the screen. Opening apps can be quick or take up to 3 minutes. I've had far more issues with this Fire than any of the others we've owned. If I had realized the difference in speed I would have kept my old one. It's definitely not work the larger screen. It's a crap shoot on a daily basis on how fast it will be. But even on it's fastest day it's significantly slower than the others.,3,Neutral,Negative,Product quality issue,,
R00413,Parents with young kids - this is worth it,"We have always used Samsung tablets and so this took a little while adjusting how to navigate.So, far we have been using this for about a week and it does take some time to set-up. You will need to go through and make sure all the settings are correct for your kid, and this will take some time (I think the effort is worth it)This review is specifically for the Kids Edition tablet:The tablet:The tablet itself, is a good size for my (almost) 3 yr old. It is not heavy and seems to be the right size for him to handle. The protective case has definitely done its job because we have already had a couple of incidents. (update: this has been thrown against a wall and landed on tile, and no cracks or breaks) The viewing quality is decent. Otherwise, it is what you would expect from a tablet. I have not had another Fire before, so I can only compare this to a Samsung Galaxy, and so far, it is what I would expect from a tablet of this class.The features (the real reason for the purchase):is it worth it YES. DEFINITELYPreviously, we had been sharing our tablet and our phones with our little one, but more and more he would get into content he should not be getting into - everything from buying stuff and watching content not appropriate for his age - ie our downloads of Deadpool and Logan because these look like 'superheroes' but they are not the appropriate ones for kids - (side note: I loved how they portrayed Deadpool and Logan - we are big comic fans and they finally got their characters right!).I have even deleted YouTube from our tablets and hidden the app in our phones in files so that he can't get at them...But this tablet has been a game changer. It has GREAT parental controls.Read more",5,Positive,Positive,Other,,
R00827,great fidelity,sound is greatdifficult to connect with hotel wifi'sseems durable,4,Positive,Positive,Other,,
R00855,"Alexa works good, but...","Alexa works great, but the the sound quality of this speaker is terrible, your much better off with a echo dot and bose sound link mini set up.",3,Neutral,Neutral,Product quality issue,,
R00046,"An enlarged version of the 7 HDX - Same good internal components with a nicer screen- still a battery hog though 5,","Simply put, this is the Amazons iPad Air Killer. The 7 HDX is the iPad mini killer. Both HDXs inherent very similar hardware. This means the 8.9 version is an enlarged version of the 7 version. For my 7 version review, please search for my HDX 7 review.My profile: Im a heavy tablet user for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF) use the tablet 1-2 hours for personal use such as watching movies or reading books/magazine. The HDX tablet is my go-to device for all internet related search I do. It is also my main electronic device, more important than my smartphones and laptopsI have the following and/or used the following before:1) iPad 12) iPad 23) iPad 44) iPad Mini5) Kindle Fire6) Kindle Fire HD7) Kindle Fire HD 8.98) Asus Transformer with Keyboard9) Nexus 7 First Gen10) Kindle HDX 7 which I also have a review you can check outAs you can see, I been through many devices and hope this review with my experience helps users decide if this is the right device for them. This will be an ongoing review for this device throughout this year. For comparison sake, I will use last year's Kindle Fire HD 8.9 and also the Fire HDX 7 as benchmarksSpeed (9/10):The same chipset is used on the Kindle Fire HDX 8.9 as it is in the Kindle Fire 7 As I mentioned in the 7 review, this is leaps and bounds faster than last year Kindle HD. Last year Kindle struggles to go through any HD video content I put in. This year's HDX able to play seamlessly all the HD 1080p contents I added. It is incredible how much the 2.2Ghz quad processor improved vs last year's model Dual 1.2Ghz.Read more",4,Positive,Positive,Other,,
